151	131	117	98.7	471	405	6.97	169	83.4	91.7	0.521	2.68	52.5	12.8	260	354	3.95e-09	160	0	0	465	302	234	77.6	50.5	73.8	673	2250	271	61.9	449	530	659	800	411	161	7.89e-09	59.8	205	61.2
354	114	202	150	102	527	4.89e-09	61.8	166	0.457	0	0	47.6	60.8	38.4	376	102	243	0	0	705	117	200	257	84.7	121	727	2540	187	178	282	1130	1320	653	522	119	9.92e-09	47.6	192	19.2
108	156	136	74.9	464	278	28.7	62	94.5	4.8	0.649	7.5	61.4	12	367	96.1	4.05e-09	156	0	0	343	95.2	149	86.2	73.2	102	1370	430	178	0.0399	1290	167	55.1	487	195	230	8.12e-09	58.1	223	4.12e-09
172	174	118	146	416	279	80.3	120	89.6	118	6.28e-09	11.6	47.8	79.1	445	1.25e-09	162	275	0	0	451	154	224	1.34	36.6	100	748	2450	248	110	1120	785	597	559	274	199	7.13e-09	66.2	195	0.32
244	162	90.6	118	52.9	444	77.1	143	178	3.47	0	0	50.7	61.2	322	104	376	176	0	0	585	205	211	181	33.5	125	1020	1810	218	3.27e-07	1490	241	279	735	52	259	6.66e-09	70.9	202	51.3
206	138	25.8	45.4	351	329	86.6	59.5	93.9	70.6	0.213	9.32	56.5	46.6	322	107	34	217	0	0	631	91.7	216	2.82e-09	79.9	75.9	954	2040	161	204	935	605	122	849	325	208	6.94e-09	68	226	4.06e-09
238	139	74.2	111	411	379	40.8	110	152	8.33e-05	9.71	16.5	58.6	22.9	88.7	355	265	183	0	0	640	280	268	179	62.8	98.1	637	2360	237	101	1720	438	95.7	812	245	189	6.81e-09	69.4	198	244
171	143	67	57.7	366	253	65	81.2	149	25.1	0.537	1.88	40.8	109	321	70	336	285	0	0	635	170	189	3.21e-09	55.4	68	955	1780	132	3.83e-09	1080	771	1070	590	136	250	7.7e-09	61.3	229	94.8
36.7	169	126	166	365	2.27e-09	178	15.6	53.9	180	1.53e-08	4.78	39.2	102	284	1.96e-09	1.9e-09	333	0.0106	0.126	587	150	126	116	28.4	116	490	1590	195	75.6	628	580	30	460	74.2	274	7.15e-09	66	211	4.34e-09
318	159	104	40.2	371	95.2	2.02e-08	15	132	3.1	1.09	0.0955	49.4	59.6	285	33.6	4.46e-09	142	0	0	613	28.2	265	2.29e-09	59.7	117	839	2200	220	120	1900	69.4	2.62e-09	801	175	217	7.68e-09	61.5	180	137
114	173	212	51.3	350	325	31.5	58.3	160	0.48	17.3	21.8	60.6	32.5	267	244	265	116	8.24e-05	0.00614	450	116	257	2.36e-09	31.5	112	793	1700	255	15.7	1530	690	1140	648	208	213	69	65.5	207	4.43e-09
46.4	151	21.5	178	220	401	114	57.9	48.2	163	26	17.1	30	124	491	62.8	132	235	0.000159	0.00282	619	207	223	184	24.2	126	985	1610	244	257	1160	654	47.1	694	60.8	251	7.09e-09	66.6	208	123
358	93.4	217	70.1	398	201	5.21	37.3	107	77.6	1.79e-08	4.09	54.9	32.4	121	551	341	197	0.00035	0.000381	749	85.1	248	32.9	55.6	90.2	667	2160	237	2.13e-09	2400	203	74.5	717	265	160	9.27e-09	50.9	219	182
208	136	73.2	146	259	337	40.6	72.8	45.1	187	0	0	46.3	55.7	129	359	439	200	0	0	525	222	221	336	53.5	111	260	2830	136	410	2190	27.3	1160	657	323	162	7.06e-09	66.9	183	152
540	128	295	57.8	582	515	1.05e-08	28.9	110	46	4.46e-09	16.4	50.7	51.5	190	83.7	303	319	0	0	830	4.63e-05	208	142	37.4	125	919	2250	186	288	1960	544	161	655	429	151	7.86e-09	60.1	144	125
236	171	207	45	180	429	0.562	97.8	147	7.06	1.23e-08	5.94	50.2	58.8	289	195	436	103	0	0	592	362	253	210	30	103	417	2980	197	30.4	2320	30.8	1000	474	180	226	7.02e-09	67.2	181	84.2
487	94.1	89.9	64.5	404	310	10.3	70.8	114	41	0	0	63.1	16.3	273	1.15e-07	2.67e-09	237	0	0	645	188	224	2.26e-05	77.8	102	759	2050	136	25.4	1190	803	0.158	646	261	184	7.19e-09	65.7	216	141
84.9	125	156	43.5	328	107	63.9	144	141	0.474	0.556	1.95	59.4	24.4	262	31.9	2.36e-09	268	0	0	505	233	326	110	36	99.2	714	1750	151	101	845	800	670	745	350	170	6.78e-09	69.6	183	5.02e-09
20.5	189	7.22	185	321	391	28.9	111	154	8.37e-10	0.376	4.44	42.1	76.8	426	48.8	263	210	5.18e-05	0.01	641	101	260	142	56.7	105	655	2000	147	428	786	866	2.24e-09	933	297	194	7.43e-09	63.5	166	5.52e-09
412	96.1	90.9	163	510	436	77.7	131	101	96	0	0	40	90.4	253	633	211	285	0.000368	0.000373	642	145	283	184	32.6	104	815	2480	216	381	1970	437	1450	825	241	215	6.83e-09	69.1	195	4.7e-09
228	69.6	73	155	350	306	96.4	3.13e-09	144	0.422	24	11.1	47.6	74	418	55.1	145	233	0	0	531	96.7	174	157	57.1	90	1290	859	93.7	5.39e-09	447	1220	30	748	163	237	7.22e-09	65.4	219	296
194	118	104	219	293	274	3.26e-09	92.5	150	0.472	1.12	33.6	58.4	34.7	215	99.1	137	205	0	0	687	153	273	2.23e-09	46.8	88.7	1120	1530	282	10.7	928	443	708	757	84.8	225	7.32e-09	64.5	232	5.64e-09
95.7	182	3.58e-07	183	195	391	80.2	51	169	14.4	3.2e-09	22.9	53.1	45.8	503	0.455	219	103	6.59	237	709	10.3	259	2.35e-09	19.4	124	1090	1450	206	105	554	751	458	686	290	182	6.67e-09	70.7	194	4.73e-09
185	146	252	0.11	557	341	89.5	40.2	115	2.41e-05	0.045	21	53.3	33.8	481	42.8	24.3	138	357	0.0401	693	139	282	91.9	79.7	91.7	578	3140	201	420	802	795	601	873	291	197	6.84e-09	69	201	4.57e-09
4.61e-09	141	146	77.2	535	322	26.2	99.6	137	22	0.445	15.7	38.9	110	263	2.11e-09	371	288	0	0	758	93.6	235	335	45	123	1190	1290	252	2e-09	250	907	432	609	451	170	7.84e-09	60.2	181	11.6
4.88e-09	134	104	95	109	247	0.0522	72.9	138	0.0876	4.8	33.5	34.4	120	461	1.21e-09	112	160	0	0	634	233	242	69	1.82	104	552	1820	197	357	1370	400	3.86e-09	543	507	162	6.96e-09	67.8	235	3.9e-09
144	73.6	73.9	149	405	338	113	51.2	137	25.1	4.04e-09	18.1	36.1	115	340	26.9	60.1	277	0	0	635	60.7	231	15	41.1	88.8	641	1630	182	192	755	355	115	660	154	214	7.33e-09	64.4	198	7.3
258	146	99.7	117	131	274	19.9	156	144	0.000395	0	0	48	62.8	326	137	370	154	0	0	562	249	250	156	20.9	88	378	2780	253	88	1030	715	2.71e-09	772	1.56e-09	230	6.98e-09	67.6	176	5.21e-09
226	141	371	18.4	80.9	375	3.18e-09	95.1	128	29.1	0.302	0.111	34	105	160	86.2	2.3e-06	106	0	0	593	201	157	178	9.78	121	942	2100	191	51	602	680	914	772	126	226	7.02e-09	67.2	189	267
105	154	304	114	546	113	113	174	74.8	145	0	0	65.8	1.25e-09	62	257	25.9	221	0	0	733	163	275	204	25.8	93.5	175	2710	149	71.7	534	880	172	421	125	239	6.86e-09	68.8	185	275
410	141	160	114	507	34	28.7	28.4	136	19.1	6.03e-09	12.1	64.9	1.27e-09	318	62.9	138	39.9	0	0	553	201	219	161	8.43	79.1	167	2490	125	98.5	326	893	2.62e-09	801	312	123	7.12e-09	66.3	181	347
253	151	18.2	307	315	390	39	73.2	129	51.5	0	0	51.1	53.4	428	1.3e-09	775	114	0.000194	0.00209	619	203	177	190	74	99.4	1340	1260	190	69.6	841	484	299	957	115	230	49.9	63.3	180	189
20.3	173	169	167	542	421	62.4	65.4	125	72.3	0.387	9.01	56.9	52.9	245	378	350	246	0	0	723	147	274	167	55.1	125	548	2640	241	263	1740	150	688	695	307	164	6.76e-09	69.8	196	4.67e-09
515	149	193	109	242	408	53.5	122	169	6.81e-10	0	0	65.9	0.000135	188	368	72.8	285	0	0	605	300	211	249	27.9	64	949	2350	224	64.7	1750	592	1130	811	228	155	7.1e-09	66.5	186	66.8
360	107	33.3	85.2	443	430	99.4	39.9	133	49.3	0	0	53.8	34	184	321	31.5	201	0	0	735	36.2	304	78.9	58	64.9	1330	1380	129	239	2150	193	1290	663	392	166	7.39e-09	63.9	204	4.49e-09
198	157	126	145	432	397	3.5e-09	86.3	163	4.14	0	0	42.7	88.6	273	219	47.2	157	0	0	640	197	325	147	4.66	95.2	484	3170	210	347	2200	334	684	716	383	181	7.57e-09	62.4	217	4.22e-09
5.36e-09	122	110	206	215	22.3	94.3	83.3	119	56.3	8.36	43.6	37.8	67.2	185	95	2.17e-09	291	0	0	777	280	245	66.1	14.5	126	789	2370	231	2.18e-09	675	901	224	839	324	181	6.53e-09	72.3	166	204
216	190	167	42.2	474	423	102	106	164	7.27	0	0	61.4	10.6	312	169	309	222	0.000229	0.00157	600	199	271	192	1.01e-09	111	581	1940	238	110	2290	331	174	787	299	188	17.9	62.4	154	89
77.8	201	134	111	340	240	116	46	142	8.08e-10	0.948	13.5	57.4	29	284	114	3.89e-09	163	9.49e-05	0.00525	696	91	276	2.2e-09	78.1	123	924	1640	48.2	1.05e-08	557	763	572	809	98.8	240	7.14e-09	66.1	189	17.1
407	179	285	1.61e-09	16.9	262	0.366	80.7	118	53.6	4.14	11.6	54	31.7	277	202	120	285	0	0	625	249	229	332	26.1	107	1020	1100	170	204	1400	444	3.07e-09	683	1.49e-09	240	7.73e-09	61.1	203	153
144	132	38	44.8	330	380	217	92.6	177	3.43e-08	8.13	5.2	51.8	41.9	1.95e-06	691	202	165	0	0	545	299	275	78.3	86.9	37.9	22.4	2700	105	74	1630	153	551	689	275	177	7.3e-09	64.6	182	150
217	178	224	202	246	334	29.2	67.2	153	49.8	105	24.9	40.7	83.8	187	255	109	303	0.0128	0.0697	670	9.66	222	130	80.3	45.1	841	2030	199	2.53e-09	837	707	160	612	233	208	7.26e-09	65	210	4.37e-09
147	142	172	205	392	236	130	93.4	162	7.11e-10	0	0	68.4	5.42	416	0.0383	69.3	110	0	0	700	108	233	104	49.5	110	553	2520	205	109	1050	403	206	643	120	207	7.34e-09	64.3	220	4.16e-09
12.5	190	358	1.15e-05	327	381	5.49e-09	55	138	1.1e-06	9e-09	8.14	55.4	50.8	227	20.5	200	242	0	0	591	0.00614	235	250	44.9	106	1340	264	144	3.5e-09	544	680	150	892	11.1	244	7.24e-09	65.2	197	86.5
495	158	150	136	373	459	89.2	112	149	41.5	1.09e-08	6.73	42.9	70.3	105	421	400	195	0	0	696	163	240	73.8	54.5	103	404	2990	140	3.61e-09	2120	101	909	811	417	126	47.4	57.2	193	452
515	175	110	86.9	396	314	18.2	84.8	141	17.2	4.55e-09	16.1	60.2	30	269	463	55.7	185	2.47e-09	214	557	48.1	307	14	64.9	114	917	1910	119	98.4	752	506	329	697	96.8	220	7.21e-09	65.4	192	462
129	134	158	160	280	241	7.07	104	151	15.2	57.4	18.3	67.6	1.22e-09	56	441	2.45e-09	258	0	0	609	38.5	257	195	28.2	111	592	2570	266	1.9e-09	1250	176	859	437	323	199	7.12e-09	66.3	215	27
420	167	235	66.6	487	400	46.7	99.5	108	87.3	2.42e-09	30.3	54.6	51.6	231	430	206	274	0.000204	0.00194	584	189	257	49	51.5	85.6	715	2550	234	50.8	1630	730	748	757	189	206	7.57e-09	62.4	209	126
561	153	95.4	116	539	368	5.37e-09	56.3	150	0.278	0.0195	0.179	52.5	33	179	284	2.41e-09	263	0	0	456	258	248	44.1	83.9	109	548	1990	126	269	908	435	849	685	3.07e-06	228	8.03e-09	58.8	217	0.0657
579	145	133	235	19.2	127	24.4	111	25.3	189	1.18e-08	6.2	31	114	299	354	309	304	0	0	282	503	254	721	105	57.4	1330	1.4e-09	143	649	783	1080	1390	175	273	117	491	65.1	218	30.9
451	104	221	2.08e-09	105	237	11.8	166	24.3	186	0	0	42.4	81	360	436	752	246	0	0	2.26e-09	315	176	523	75.4	18.2	1000	1520	249	116	807	1980	1890	417	324	152	611	55.7	167	561
234	123	376	1.22e-09	2.87e-08	28.8	0	0	129	1.03e-07	0	0	47.9	53.2	113	238	180	351	0	0	2.23e-09	319	277	435	104	70.9	322	1260	165	598	26.8	854	2170	229	655	122	672	49.8	106	8.64e-09
438	131	356	223	2.29e-09	361	3.38e-09	89.4	156	6.73	0	0	43.5	61.9	368	256	776	171	0	0	67.3	417	237	637	119	4.26e-09	575	1850	218	449	0.128	1040	2360	616	348	170	383	71.4	189	460
25.9	201	66.2	122	88.2	109	48.7	105	129	35.2	29.3	3.61	32.9	96.6	404	14.7	420	339	0	0	75.8	448	216	697	95.7	22.5	1260	251	260	316	241	1010	1590	470	125	156	339	69.5	211	269
303	171	127	177	2.46	206	169	166	110	49.4	0	0	62.5	36	248	382	413	291	0	0	2.59e-09	275	243	496	105	4.11	1610	189	253	169	992	1520	445	626	275	136	421	65.6	176	420
4.55e-09	143	57.4	37.7	4.45e-09	186	3.08e-09	98.2	164	9.79e-09	0	0	53.6	67.9	119	4.9e-06	9.76e-06	386	0	0	1.93e-09	369	219	114	84	3.14	458	546	255	1.98e-09	26.1	1020	6.71e-09	312	297	128	120	85.7	214	4.29e-09
229	180	173	104	2.43e-09	341	56.1	155	164	0.000602	1.11e-08	6.59	50.4	48.9	216	467	307	306	0	0	77.4	465	202	659	77.4	1.28	1200	1.55e-09	183	399	176	1920	1560	409	218	173	159	82.4	202	13.5
3.99e-09	163	4.48	6.39	18.3	21.1	3.38e-09	89.4	143	18.7	0	0	64.2	1.28e-09	1.55e-08	35.8	3.17e-09	200	4.11	6.09	2.02e-09	351	303	2e-09	99.4	3.79	339	5.46e-09	1.52e-07	3.31	80.3	1110	50.7	303	1.86e-09	192	89.1	81.2	215	4.27e-09
354	138	188	90.3	3.22e-09	257	3.69e-09	81.8	76.2	143	0.605	3.11	65.7	1.25e-09	356	133	774	226	0	0	151	311	243	440	56.8	32.4	464	1720	184	606	2.26e-09	1290	1850	91	495	97.7	496	64.7	173	808
414	169	8.45	198	64.1	232	57.6	132	177	0.791	0	0	37.1	111	260	195	365	278	0	0	1.53e-09	464	243	341	91.7	1.23e-09	1020	1120	199	428	606	1710	1430	347	213	145	241	72.7	231	190
307	164	99.7	75.6	166	160	2.94e-09	103	41.5	172	3.42	8.05	53.8	44.7	349	90	315	372	0	0	18.5	444	265	398	131	75.3	1700	1.09e-09	176	530	292	1390	1940	477	166	146	702	55.4	217	152
93.5	197	184	239	283	80.8	2.01e-09	150	173	6.65e-10	3.13e-09	23.4	42.3	60.3	281	188	64.7	397	0	0	101	429	263	463	79.4	30.3	1310	558	260	105	429	1820	2280	442	284	116	229	80.1	199	4.6e-09
412	140	166	41.3	38.5	215	0.994	101	89.4	83.5	2.04e-08	3.58	28.6	129	176	716	346	273	0	0	44.6	555	278	307	152	15.1	1020	420	212	441	385	1380	1770	603	270	164	326	73.8	149	685
664	144	201	153	3.88e-09	213	2.88e-09	105	35.3	131	9.05e-09	8.09	54.3	49.5	163	605	561	287	19	8.33	1.72e-09	414	274	324	92.9	20.4	1230	647	294	43	933	1270	1070	598	422	137	386	74.6	214	4.28e-09
206	139	134	167	4.3e-09	192	25.2	183	102	91.4	0	0	65.5	0.323	153	84.9	419	337	0	0	3.16	586	235	581	98.4	0.000765	1140	257	188	589	618	1120	2030	428	296	136	312	71.8	159	371
415	111	196	215	129	282	1.45	50.6	102	108	0	0	40.8	72.1	303	1.84e-09	497	290	0	0	64.6	612	254	786	105	86	649	1880	109	872	184	1380	2640	526	448	125	673	51.1	163	5.64e-09
329	99.2	187	52.1	204	177	5.03	168	115	5.08	0	0	57.5	31.5	229	393	294	257	0	0	0.0288	336	322	260	108	11.8	1440	593	184	422	429	1240	591	338	133	213	479	66.4	250	1.18e-06
290	161	219	134	316	114	34.8	41.6	73.7	107	0	0	67.4	1.22e-09	157	253	391	314	0	0	184	612	263	414	103	50.1	1260	193	201	533	194	1470	2080	617	299	102	616	52.8	148	605
41.8	145	193	162	83.2	323	95	107	140	0.0159	4.48	27.1	7.59	211	94.5	5.89e-09	255	366	0	0	203	470	272	643	148	59	1410	1.31e-09	232	230	613	1250	2090	414	218	111	533	60.2	177	151
3.35e-09	194	244	93.3	8.13	513	125	8.65	106	87	0	0	25.1	121	470	0.00832	430	241	0	0	206	318	288	39.8	105	1.07e-09	744	1220	267	278	1.81e-09	1610	1420	695	418	76.5	207	68.8	147	697
84.3	153	146	30.9	84	355	2.48	60.6	144	7.96e-10	0.00389	6.33	39.8	89.3	315	166	1.75e-09	362	0	0	35.1	520	259	592	78.9	19.3	1220	1.52e-09	198	368	225	1420	307	791	252	121	375	73.7	256	59.5
275	171	139	112	71.6	135	1.24e-06	114	176	1.51e-05	1.78e-08	4.11	58.4	31.2	434	60.8	418	319	0	0	36.8	450	264	449	80.2	9.26	691	1710	255	119	167	915	1400	411	311	138	275	78.5	206	271
267	157	198	147	54.6	211	98.9	183	79.1	94.3	6.34e-09	11.5	45.9	78.6	248	387	245	323	0	0	1.24e-09	571	245	344	73.8	19.7	710	2420	166	500	536	1310	1130	692	280	107	190	81.3	167	902
244	203	107	168	256	105	34.7	135	6.32e-07	239	0	0	37.3	101	132	341	69.6	300	0	0	0.000898	460	256	436	76.7	2.23	1330	162	266	129	173	1140	954	662	133	187	355	74	216	58.3
